Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos por cada 100 hab
2018,3,La Pampa,71.75023651844843,23.64056278957734
2018,3,La Rioja,50.73304318059562,13.505484520192356
2018,3,Mendoza,37.990597267996215,10.601969231966759
2018,3,Misiones,32.10366641805902,8.74450949017475
2018,3,Neuquén,60.48661674396911,18.005451709791327
2018,3,Río Negro,50.54264808703746,15.546572458298687
2018,3,Salta,39.42741342068409,9.549341341721156
2018,3,San Juan,33.05141650392377,8.419357955569252
2018,3,San Luis,52.35311497551916,14.983359875657099
2018,3,Santa Cruz,32.72785029455932,9.738987459252597
2018,3,Santa Fe,63.4096146162309,19.939106982732063
2018,3,Santiago Del Estero,36.24961697805127,8.996517443513934
2018,3,Tierra Del Fuego,92.77191839394062,27.506021696216745
2018,3,Tucumán,41.68101359528755,10.325137534986972
2018,2,Buenos Aires,62.78226651094991,20.374582324435124
2018,2,Capital Federal,106.53494128146691,44.632577746788044
2018,2,Catamarca,32.8575008674866,8.35838388395506
2018,2,Chaco,31.251704996034892,8.353123614291734
2018,2,Chubut,54.90230333735512,16.830485129144066
2018,2,Córdoba,63.2743661231958,19.373198551696014
2018,2,Corrientes,33.80975390881165,8.903247385340823
2018,2,Entre Ríos,49.20261187052838,14.711648453505866
2018,2,Formosa,29.434226520796997,7.4919076165093035
2018,2,Jujuy,23.432202729854474,5.9923974768014165
2018,2,La Pampa,71.04033787278055,23.40701065826804
2018,2,La Rioja,50.97789073923241,13.570922884408905
2018,2,Mendoza,36.97287272406129,10.318226443150964
2018,2,Misiones,31.630907682221824,8.61598877251767
2018,2,Neuquén,60.23679161402031,17.931877810369247
2018,2,Río Negro,50.147894623963396,15.42558308937726
2018,2,Salta,39.93719209989731,9.673102808845783
2018,2,San Juan,32.94664884868421,8.392841711641646
2018,2,San Luis,15.150424491351385,4.336137508962927
2018,2,Santa Cruz,33.33236451006607,9.919588050940062
2018,2,Santa Fe,62.57079239957442,19.675591530682105
2018,2,Santiago Del Estero,35.256464211164236,8.750160589339375
2018,2,Tierra Del Fuego,91.60519629538562,27.162316515991055
2018,2,Tucumán,41.512563170017415,10.283671207148597
2018,1,Buenos Aires,62.62621166168454,20.27965291057949
2018,1,Capital Federal,106.23567174586837,44.562961320417855
2018,1,Catamarca,32.79361613741535,8.342098537275874
2018,1,Chaco,30.829927645702472,8.240328535251999
2018,1,Chubut,53.71560488248906,16.466326556340928
2018,1,Córdoba,63.51716965201617,19.447381073339752
2018,1,Corrientes,32.66346087317512,8.60133260210877
2018,1,Entre Ríos,48.68120241785722,14.555673456325385
2018,1,Formosa,21.404310259211442,5.4480098282582645
2018,1,Jujuy,23.121260875677535,5.912829505826147
2018,1,La Pampa,71.75163692275797,23.64124866231016
2018,1,La Rioja,51.44351011244806,13.694770063119927
2018,1,Mendoza,37.07215110240331,10.345843091967911
2018,1,Misiones,30.95673588446963,8.432278416607307
2018,1,Neuquén,61.517390351563726,18.31283869735193
2018,1,Río Negro,49.816861312232405,15.323567091543692
2018,1,Salta,39.775591632918804,9.633845443846392
2018,1,San Juan,32.60917745169287,8.306800710570991
2018,1,San Luis,15.14879034827491,4.335615022675048
2018,1,Santa Cruz,33.55275989857616,9.98473486255572
2018,1,Santa Fe,62.28199844300957,19.584682368757406
2018,1,Santiago Del Estero,34.9882694482421,8.683504190530646
2018,1,Tierra Del Fuego,65.19963702359347,19.33152333431171
2018,1,Tucumán,41.176009388866156,10.200177350055142
2017,4,Buenos Aires,57.609615290258205,18.61464924835486
2017,4,Capital Federal,122.89742418734991,51.6167209151056
2017,4,Catamarca,28.620950093924897,7.280600419229377
2017,4,Chaco,30.808158111236537,8.234501979468078
2017,4,Chubut,51.46309626749354,15.77581593080522
2017,4,Córdoba,63.33262565207773,19.390857786793124
2017,4,Corrientes,32.51511831118755,8.562263620309615
2017,4,Entre Ríos,47.885245293746834,14.317635180183578
2017,4,Formosa,21.270976689249718,5.414060072151437
2017,4,Jujuy,22.742083716267025,5.81583543877829
2017,4,La Pampa,71.04976106378558,23.409929773918797
2017,4,La Rioja,51.56847440546175,13.727965660359493
2017,4,Mendoza,33.32562553415048,9.300280994440511
2017,4,Misiones,31.14218485379854,8.482789477895514
2017,4,Neuquén,61.24232317785096,18.2308851652642
2017,4,Río Negro,49.37562976824529,15.187813662722721
2017,4,Salta,39.79624247145896,9.638816535753657
2017,4,San Juan,30.29992919128174,7.718528602820455
2017,4,San Luis,10.586731069754228,3.0299272402737993
2017,4,Santa Cruz,28.912492882806827,8.603821648608145
2017,4,Santa Fe,61.7127712196729,19.405680474329014
2017,4,Santiago Del Estero,29.126386109501063,7.228687949666727
2017,4,Tierra Del Fuego,59.89413596263622,17.758493353028065
2017,4,Tucumán,39.8968735176797,9.883286960651205
2017,3,Buenos Aires,55.62938339533962,17.935870973592106
2017,3,Capital Federal,121.85832590969336,51.2444496511116
2017,3,Catamarca,32.49092567790524,8.265091234974188
2017,3,Chaco,29.975925647657625,8.012103738024656
2017,3,Chubut,46.21537746651841,14.16737183585357
2017,3,Córdoba,62.30700225296333,19.076953915608296
2017,3,Corrientes,32.16543574593796,8.470212670540503
2017,3,Entre Ríos,45.95812167017718,13.741494179292031
2017,3,Formosa,21.350384380070757,5.43429504811395
2017,3,Jujuy,22.64536299508256,5.791142800512126
2017,3,La Pampa,69.13993701142644,22.780807976856142
2017,3,La Rioja,51.46525230494696,13.700651079810719
2017,3,Mendoza,35.70493177720565,9.964323465862444
2017,3,Misiones,30.205990933031902,8.227833589371523
2017,3,Neuquén,60.8304131050389,18.10848135178631
2017,3,Río Negro,48.518658939500625,14.924361907723748
2017,3,Salta,39.839700806907416,9.649427484390076
2017,3,San Juan,32.36688935995978,8.245115565495915
2017,3,San Luis,15.477861790298098,4.429809174940647
2017,3,Santa Cruz,33.29182971658959,9.907366563740627
2017,3,Santa Fe,60.90635563451515,19.152164898849556
2017,3,Santiago Del Estero,35.12104488438485,8.716515836151316
2017,3,Tierra Del Fuego,65.74180473434595,19.492764396867877
2017,3,Tucumán,39.69537916123259,9.833448455500244
2017,2,Buenos Aires,56.272144161691315,18.104156481000473
2017,2,Capital Federal,124.06139375642523,52.236738675121046
2017,2,Catamarca,25.97712106768351,6.608185687419579
2017,2,Chaco,29.045524775453423,7.763587198662014
2017,2,Chubut,35.54601117914412,10.897114883440475
2017,2,Córdoba,58.973528908003566,18.05661531060883
2017,2,Corrientes,31.38612136835505,8.265165616133114
2017,2,Entre Ríos,45.38933102824724,13.571663585663645
2017,2,Formosa,19.965076445261992,5.0818187061685505
2017,2,Jujuy,22.403415894624064,5.729417105648426
2017,2,La Pampa,63.49352648099681,20.920811368324546
2017,2,La Rioja,16.203445806143563,4.313641371128342
2017,2,Mendoza,31.75860536139077,8.863231962926129
2017,2,Misiones,30.089248025085933,8.196262181174568
2017,2,Neuquén,61.91013427666159,18.43063459528346
2017,2,Río Negro,46.02080512293318,14.1565144707972
2017,2,Salta,32.739420263626215,7.929941866624195
2017,2,San Juan,26.96461612024698,6.869062671706707
2017,2,San Luis,9.513970314868304,2.7229996991951935
2017,2,Santa Cruz,26.248619828709554,7.812000426302888
2017,2,Santa Fe,52.26961123969867,16.436519275562326
2017,2,Santiago Del Estero,14.118988073971998,3.5041532386183105
2017,2,Tierra Del Fuego,68.46322075955756,20.30130511507835
2017,2,Tucumán,38.18623365639289,9.459823731438563
2017,1,Buenos Aires,58.57400244920328,18.804855031011677
2017,1,Capital Federal,108.36920836560806,45.687714654171046
2017,1,Catamarca,25.659350838021506,6.527341318167275
2017,1,Chaco,28.62166053842791,7.65022534015797
2017,1,Chubut,35.662220237763016,10.932503392025788
2017,1,Córdoba,57.65332959287443,17.652242570602198
2017,1,Corrientes,30.940600109644144,8.147787146784857
2017,1,Entre Ríos,44.907273687041226,13.427434245008815
2017,1,Formosa,19.842489178645863,5.050590921688212
2017,1,Jujuy,22.756985962232346,5.81976940765058
2017,1,La Pampa,62.66928104575163,20.649049712429974
2017,1,La Rioja,16.19552414605418,4.311444393660782
2017,1,Mendoza,31.843012770179662,8.886706245725367
2017,1,Misiones,29.522202363131044,8.041713210556319
2017,1,Neuquén,61.02302006782746,18.166254008454768
2017,1,Río Negro,46.02953874119518,14.158945655638249
2017,1,Salta,32.57548931482305,7.8901262912821775
2017,1,San Juan,27.03676098842391,6.887390312005832
2017,1,San Luis,9.545500193678896,2.7319835263877543
2017,1,Santa Cruz,26.52499173785465,7.89382704275053
2017,1,Santa Fe,51.970107692080425,16.34225474583628
2017,1,Santiago Del Estero,14.702119493368587,3.6488508898009986
2017,1,Tierra Del Fuego,68.91974851288131,20.435486705666722
2017,1,Tucumán,37.90016075894098,9.388852799951817
2016,4,Buenos Aires,61.236587430356856,18.578640735833826
2016,4,Capital Federal,120.63133173632356,45.78373827727234
2016,4,Catamarca,26.543515589961913,6.720813040873304
2016,4,Chaco,28.786656085255263,7.653240095890541
2016,4,Chubut,36.07290546427898,10.959254911598952
2016,4,Córdoba,57.696719154378975,17.57129145976522
2016,4,Corrientes,30.98107037649768,8.119896031116928
2016,4,Entre Ríos,45.208402854677,13.451982739190726
2016,4,Formosa,19.84823607816392,5.02928480990009
2016,4,Jujuy,22.651387008241425,5.758804384392255
2016,4,La Pampa,63.016182768654026,20.670760836407798
2016,4,La Rioja,16.45531638401623,4.350562085368715
2016,4,Mendoza,32.10735338479002,8.910941733480245
2016,4,Misiones,29.720149807797423,8.047024567428018
2016,4,Neuquén,60.873667228199054,17.993247493890816
2016,4,Río Negro,46.38521035065572,14.170250609480686
2016,4,Salta,32.69411973937546,7.865487548426057
2016,4,San Juan,27.292421452197058,6.913287316652287
2016,4,San Luis,9.640682435370556,2.7410268293938924
2016,4,Santa Cruz,27.04676021484584,7.940780215262837
2016,4,Santa Fe,52.19105023718895,16.345011971501133
2016,4,Santiago Del Estero,15.067847510433346,3.719720429331573
2016,4,Tierra Del Fuego,70.30526590539473,20.57132386392357
2016,4,Tucumán,37.9807622036193,9.349553397483637
2016,3,Buenos Aires,60.14329545468815,18.295308597951934
2016,3,Capital Federal,120.77287775101534,45.85472026772204
2016,3,Catamarca,26.48067675746367,6.72059087375157
2016,3,Chaco,28.910749068480953,7.706877803276395
2016,3,Chubut,36.17869442878647,11.041169584989312
2016,3,Córdoba,58.24381625803197,17.78550480431242
2016,3,Corrientes,31.066878826051184,8.161726730902307
2016,3,Entre Ríos,45.43514088447326,13.552371996148606
2016,3,Formosa,18.639708302862847,4.733748023050463
2016,3,Jujuy,22.605154265256864,5.76400350138348
2016,3,La Pampa,61.73178543650905,20.294829381412075
2016,3,La Rioja,17.074559106484113,4.529887087279927
2016,3,Mendoza,32.08835884566649,8.930444449562124
2016,3,Misiones,29.905385775898186,8.121652823521027
2016,3,Neuquén,60.21485088853954,17.862151015228427
2016,3,Río Negro,46.38796536215942,14.220201565227184
2016,3,Salta,32.95583168118035,7.955372391224448
2016,3,San Juan,27.31712713599077,6.939188629814689
2016,3,San Luis,9.630539686885157,2.7472425273887247
2016,3,Santa Cruz,26.835201895450698,7.932484607529773
2016,3,Santa Fe,52.67215036886248,16.529361932364445
2016,3,Santiago Del Estero,15.329646578472886,3.794480871177055
2016,3,Tierra Del Fuego,68.94049249100736,20.307103192524696
2016,3,Tucumán,37.89736341023836,9.358616360369721
2016,2,Buenos Aires,59.33852679105808,18.098684568289556
2016,2,Capital Federal,120.03953504825309,45.59375712104128
2016,2,Catamarca,26.074188059740646,6.632980570132604
2016,2,Chaco,28.5935505552226,7.642896733294073
2016,2,Chubut,36.12438565556337,11.074824787933132
2016,2,Córdoba,57.54798052828644,17.620348014320207
2016,2,Corrientes,30.580162046616557,8.053039893831306
2016,2,Entre Ríos,44.73887454518738,13.377306134693265
2016,2,Formosa,19.370070664563997,4.930439412017454
2016,2,Jujuy,21.888281043576683,5.597761384701527
2016,2,La Pampa,60.43686025737927,19.91385540427254
2016,2,La Rioja,16.878902611111524,4.4934890589340855
2016,2,Mendoza,32.12597179442594,8.96594364845842
2016,2,Misiones,29.239512823021975,7.964976216879448
2016,2,Neuquén,59.098285533662036,17.594175765043765
2016,2,Río Negro,46.240113078127436,14.224291356155328
2016,2,Salta,32.08172602508202,7.770812428027119
2016,2,San Juan,27.34078151409113,6.964997582946448
2016,2,San Luis,9.603733851602321,2.7487304539676813
2016,2,Santa Cruz,26.728911725319804,7.955357767523354
2016,2,Santa Fe,52.436477259371124,16.489119309020037
2016,2,Santiago Del Estero,15.888925047306124,3.943453095409565
2016,2,Tierra Del Fuego,67.71824288255286,20.081326844262296
2016,2,Tucumán,37.23568289338424,9.224512334342581
2016,1,Buenos Aires,57.33590782254113,17.53507921643952
2016,1,Capital Federal,115.16005888884817,43.75778412718348
2016,1,Catamarca,25.910217981190538,6.606879526910472
2016,1,Chaco,28.07514644775236,7.524734075579937
2016,1,Chubut,36.0927055378499,11.115931499378867
2016,1,Córdoba,55.283092783740216,16.972666239608547
2016,1,Corrientes,30.080785004133055,7.940601449315725
2016,1,Entre Ríos,43.84596814466226,13.142540095674788
2016,1,Formosa,19.041878369434937,4.858053690123639
2016,1,Jujuy,21.41001128856396,5.491800261988138
2016,1,La Pampa,57.84086865504526,19.101771424266833
2016,1,La Rioja,16.83351837249417,4.4969582015400285
2016,1,Mendoza,32.12333888801278,8.990567825336337
2016,1,Misiones,28.36765259095629,7.751215322654614
2016,1,Neuquén,55.75393700425406,16.65921009321782
2016,1,Río Negro,45.83512638708331,14.14929460475045
2016,1,Salta,31.315545971153234,7.6113150931071925
2016,1,San Juan,27.330794110004312,6.982387580659241
2016,1,San Luis,9.586346282770212,2.752950183918377
2016,1,Santa Cruz,26.865862521449994,8.051419802811122
2016,1,Santa Fe,51.27734085407622,16.157804349232396
2016,1,Santiago Del Estero,16.205749206821952,4.032855070541266
2016,1,Tierra Del Fuego,65.83304163135006,19.6541853628346
2016,1,Tucumán,36.72477136636591,9.127106142747772
2015,4,Buenos Aires,58.29182182733718,17.683348856285942
2015,4,Capital Federal,118.13036321153807,44.832983780989366
2015,4,Catamarca,26.23945178859185,6.643394374998431
2015,4,Chaco,28.35056623514143,7.53670916277073
2015,4,Chubut,36.89017827786587,11.205552103480567
2015,4,Córdoba,57.364881766079215,17.46916799414709
2015,4,Corrientes,30.33643144533882,7.950363156694786
2015,4,Entre Ríos,44.10854807300098,13.123962308090587
2015,4,Formosa,19.06549151678632,4.8305631271657905
2015,4,Jujuy,21.47147379391073,5.458341251601313
2015,4,La Pampa,58.75633720012275,19.272161272149656
2015,4,La Rioja,17.315778648410653,4.577775134234902
2015,4,Mendoza,32.48895249500142,9.015907568565332
2015,4,Misiones,28.686658891542372,7.766317103077486
2015,4,Neuquén,58.2893377687955,17.22630452981118
2015,4,Río Negro,46.43948111494307,14.185024658290292
2015,4,Salta,31.593492648071866,7.599850568087338
2015,4,San Juan,27.6648539357743,7.007150043164227
2015,4,San Luis,9.705768984506312,2.759291577250979
2015,4,Santa Cruz,27.74476906647967,8.143243109871943
2015,4,Santa Fe,52.60808978585806,16.474943169318767
2015,4,Santiago Del Estero,17.00497803803607,4.197822731421939
2015,4,Tierra Del Fuego,66.46220433623792,19.441920240938828
2015,4,Tucumán,37.06217328329588,9.122607419100433
2015,3,Buenos Aires,57.68868105608009,17.5478839831824
2015,3,Capital Federal,118.28921116431961,44.91109222814752
2015,3,Catamarca,25.863781184637624,6.5638473961451576
2015,3,Chaco,27.963072793479412,7.454020298824401
2015,3,Chubut,36.81180991463324,11.233578169758335
2015,3,Córdoba,57.08340378951846,17.430734989025318
2015,3,Corrientes,30.16741240901903,7.9251911359201195
2015,3,Entre Ríos,43.67718163526334,13.027710914374044
2015,3,Formosa,18.836751773785252,4.783639923880968
2015,3,Jujuy,21.2703333470887,5.423454555427568
2015,3,La Pampa,57.96395975091518,19.055588379965016
2015,3,La Rioja,17.151129442032545,4.550079085806065
2015,3,Mendoza,32.49199583186653,9.042401990754488
2015,3,Misiones,28.306345093436885,7.687041384274881
2015,3,Neuquén,54.59931489671118,16.195213031371225
2015,3,Río Negro,46.389186656745146,14.21984560217436
2015,3,Salta,31.175945212858434,7.525378783060509
2015,3,San Juan,27.66538565566005,7.027462887351242
2015,3,San Luis,9.70650326873876,2.7688118552652248
2015,3,Santa Cruz,27.606060983429437,8.159354482038923
2015,3,Santa Fe,52.14595474084349,16.3639671637834
2015,3,Santiago Del Estero,17.11882253135319,4.237302719178804
2015,3,Tierra Del Fuego,74.85845784033849,22.04802112197417
2015,3,Tucumán,36.61035952774264,9.04046893117945
2015,2,Buenos Aires,56.80280561439208,17.32566254457297
2015,2,Capital Federal,116.06627091860372,44.08485428379352
2015,2,Catamarca,25.45341804469818,6.475144864314208
2015,2,Chaco,27.46453938839946,7.341229538625331
2015,2,Chubut,36.58246720458481,11.215678099350221
2015,2,Córdoba,55.86916350781819,17.106520102782877
2015,2,Corrientes,29.584012668108493,7.790823368355694
2015,2,Entre Ríos,42.93197901645878,12.837181261223597
2015,2,Formosa,18.36026720527858,4.673478484721786
2015,2,Jujuy,20.287219077594944,5.188392481356063
2015,2,La Pampa,56.70766522530004,18.685329046975873
2015,2,La Rioja,16.883190981963825,4.494678751214943
2015,2,Mendoza,32.49199583186653,9.068294493026901
2015,2,Misiones,27.34768244882168,7.4498150149300955
2015,2,Neuquén,53.117336593231435,15.814175161962616
2015,2,Río Negro,45.97612013432327,14.14343856592951
2015,2,Salta,30.46112384270092,7.378443804380798
2015,2,San Juan,27.64305342045848,7.042097078751527
2015,2,San Luis,9.707971837203658,2.778618445940834
2015,2,Santa Cruz,27.072245027448233,8.058063850217536
2015,2,Santa Fe,51.17653890867876,16.093025858679276
2015,2,Santiago Del Estero,17.110566632982863,4.2466687085071415
2015,2,Tierra Del Fuego,74.50787431664719,22.095953780047246
2015,2,Tucumán,35.68770560918727,8.841187690702666
2015,1,Buenos Aires,56.37048433026737,17.241393436944044
2015,1,Capital Federal,114.89699714890288,43.65872499007399
2015,1,Catamarca,25.10946633078758,6.4030169907943355
2015,1,Chaco,26.649591220305552,7.143089175357747
2015,1,Chubut,37.612780685907914,11.585798774556789
2015,1,Córdoba,54.69734650188214,16.79362190248589
2015,1,Corrientes,28.95019128190928,7.642568763996284
2015,1,Entre Ríos,42.06519337351208,12.609336086982932
2015,1,Formosa,18.12270367397183,4.62384901660949
2015,1,Jujuy,19.68971363262363,5.050879913471037
2015,1,La Pampa,55.50803232733774,18.332348933631966
2015,1,La Rioja,16.703201787413843,4.462324463144091
2015,1,Mendoza,32.36588756051825,9.059236417534116
2015,1,Misiones,26.305604105190643,7.1884830279667495
2015,1,Neuquén,51.95443673810251,15.526250068921229
2015,1,Río Negro,45.32694907202778,13.99387526238606
2015,1,Salta,30.00978823344275,7.2946429647847415
2015,1,San Juan,27.553192759766446,7.039582453142129
2015,1,San Luis,9.716048963760594,2.790401457622043
2015,1,Santa Cruz,27.994863943494483,8.391896957421542
2015,1,Santa Fe,50.24449475931921,15.832773292036375
2015,1,Santiago Del Estero,17.0558169911586,4.2444689547784344
2015,1,Tierra Del Fuego,74.23495170010268,22.16715476458662
2015,1,Tucumán,35.07860688538978,8.71860866450986
2014,4,Buenos Aires,56.09433653019754,17.0147634301905
2014,4,Capital Federal,114.89676550801623,43.604620676636536
2014,4,Catamarca,25.513779082747998,6.459254980059493
2014,4,Chaco,21.87078320023224,5.81368220415458
2014,4,Chubut,40.24927468450274,12.22355578461917
2014,4,Córdoba,54.69689679332299,16.655707331301695
2014,4,Corrientes,23.56243099277512,6.174655065970425
2014,4,Entre Ríos,36.0254708519679,10.718328095183363
2014,4,Formosa,17.956311361695214,4.549162969289201
2014,4,Jujuy,19.59941818052116,4.982003512117359
2014,4,La Pampa,51.273133452228585,16.816524623987434
2014,4,La Rioja,17.01075088723615,4.496901902725229
2014,4,Mendoza,32.63838187615034,9.056377705209336
2014,4,Misiones,24.162430605588312,6.540662222041546
2014,4,Neuquén,52.554989697249574,15.52866412077054
2014,4,Río Negro,45.47806275120403,13.889530185847859
2014,4,Salta,29.534861619577978,7.103785883014793
2014,4,San Juan,28.037145714560673,7.100961754619733
2014,4,San Luis,9.786393366351197,2.7819569555272006
2014,4,Santa Cruz,27.802678969652344,8.15757414246012
2014,4,Santa Fe,49.999623023482705,15.657532856900755
2014,4,Santiago Del Estero,17.26920158364512,4.26296198713424
2014,4,Tierra Del Fuego,66.13781947338316,19.341882280727507
2014,4,Tucumán,35.32087516932818,8.693215352295233
2014,3,Buenos Aires,56.754739164071026,17.26299843234104
2014,3,Capital Federal,113.8005123324155,43.20639959292724
2014,3,Catamarca,24.706121305327624,6.269890252791938
2014,3,Chaco,21.112666705262427,5.627757222300207
2014,3,Chubut,40.59867094427454,12.388234071451354
2014,3,Córdoba,54.23361028299935,16.5601374978714
2014,3,Corrientes,22.78753503515243,5.9862826719116935
2014,3,Entre Ríos,34.981647333712985,10.433826435850124
2014,3,Formosa,17.771314831468263,4.5129252671268265
2014,3,Jujuy,18.368534215570367,4.68339443034039
2014,3,La Pampa,55.78120173850417,18.33753400191527
2014,3,La Rioja,16.50671327406722,4.379035874747908
2014,3,Mendoza,32.313179561655694,8.992236937014606
2014,3,Misiones,23.567356954345527,6.399773666851879
2014,3,Neuquén,56.39541102706976,16.726688649309313
2014,3,Río Negro,46.196187157830146,14.159932806209634
2014,3,Salta,29.2226843537979,7.053549273694012
2014,3,San Juan,27.854244478102746,7.0752480415613945
2014,3,San Luis,9.711210759672754,2.770051341285783
2014,3,Santa Cruz,28.231942904274984,8.34323913237982
2014,3,Santa Fe,49.19588444557267,15.437988654617879
2014,3,Santiago Del Estero,16.49220390830193,4.082169590293595
2014,3,Tierra Del Fuego,65.68610204476191,19.344392262780588
2014,3,Tucumán,33.94375582221807,8.381678430058432
2014,2,Buenos Aires,55.06141695143392,16.794925434991658
2014,2,Capital Federal,113.1433524754098,42.974776961427445
2014,2,Catamarca,24.703118860058403,6.284355435383139
2014,2,Chaco,20.95799636749445,5.602127567276613
2014,2,Chubut,41.41020981991258,12.696289361395674
2014,2,Córdoba,53.448126115625996,16.365408420405306
2014,2,Corrientes,22.575613003243586,5.945267054468535
2014,2,Entre Ríos,34.687432371459764,10.372072065869386
2014,2,Formosa,17.54041175485166,4.464869672895974
2014,2,Jujuy,18.706060999413573,4.784095434078587
2014,2,La Pampa,49.70759616034458,16.379048903362197
2014,2,La Rioja,16.502564816345664,4.3933834187878436
2014,2,Mendoza,32.098238150241194,8.95860097015214
2014,2,Misiones,23.367747601299843,6.365807425994047
2014,2,Neuquén,50.84274905844866,15.137568029498313
2014,2,Río Negro,45.33491032014632,13.946569423268942
2014,2,Salta,28.914594000862877,7.004015501526469
2014,2,San Juan,27.782697817958912,7.077771062624967
2014,2,San Luis,9.717910199871824,2.781512264860477
2014,2,Santa Cruz,29.377007153054272,8.744673181156902
2014,2,Santa Fe,48.39035138670138,15.216957428230305
2014,2,Santiago Del Estero,16.695567347354444,4.143683147939005
2014,2,Tierra Del Fuego,64.35604517159936,19.08631433655622
2014,2,Tucumán,33.94452688568229,8.409488588173268
2014,1,Buenos Aires,54.570072879439756,16.692346018019045
2014,1,Capital Federal,112.25412278926913,42.655071630586406
2014,1,Catamarca,24.251751254585553,6.184614520776599
2014,1,Chaco,20.71853886384081,5.553671463702625
2014,1,Chubut,41.23521807972435,12.703590133239262
2014,1,Córdoba,52.517847544006315,16.125183143749393
2014,1,Corrientes,22.316716713838876,5.891708288681968
2014,1,Entre Ríos,34.367121821250166,10.302247104839328
2014,1,Formosa,17.418451079368708,4.444467754793774
2014,1,Jujuy,18.41535244687765,4.724302778829112
2014,1,La Pampa,48.42532103828204,15.994061954006705
2014,1,La Rioja,16.294104815837528,4.353174900044055
2014,1,Mendoza,31.91312298660578,8.933318322823283
2014,1,Misiones,23.13653864847733,6.323160981949705
2014,1,Neuquén,49.79160519138556,14.882265766507492
2014,1,Río Negro,44.913957131788514,13.867842232252002
2014,1,Salta,28.699559509630678,6.976877486214764
2014,1,San Juan,27.59549302299609,7.050796578649686
2014,1,San Luis,9.347207842190002,2.684668505334274
2014,1,Santa Cruz,28.939093063577776,8.677326900880571
2014,1,Santa Fe,47.84766256547095,15.077800919408592
2014,1,Santiago Del Estero,16.309923503967603,4.058899015580628
2014,1,Tierra Del Fuego,63.965925574153744,19.10492102645171
2014,1,Tucumán,33.4209747934719,8.307214637543202
